Serial number:,2045101
Channel:,CH1
Start date:,2024/04/04,Start time:,21:17:56
Sample:,1s
Reading #,Reading
NO.,Voltage,Current,Power,Status
86,5.060,0.767,3.881,CV
87,5.060,0.766,3.876,CV
88,5.060,0.772,3.906,CV
89,5.060,0.767,3.881,CV
90,5.060,0.767,3.881,CV
91,5.060,0.763,3.861,CV
92,5.060,0.767,3.881,CV
93,5.060,0.767,3.881,CV
94,5.060,0.763,3.861,CV
95,5.060,0.763,3.861,CV
96,5.060,0.794,4.018,CV
97,5.060,0.767,3.881,CV
98,5.060,0.773,3.911,CV
99,5.060,0.769,3.891,CV
100,5.060,0.764,3.866,CV
101,5.060,0.775,3.921,CV
102,5.060,0.772,3.906,CV
103,5.059,0.769,3.890,CV
104,5.060,0.772,3.906,CV
105,5.060,0.807,4.083,CV
106,5.060,0.875,4.427,CV
107,5.060,0.867,4.387,CV
108,5.060,0.791,4.002,CV
109,5.059,0.793,4.012,CV
110,5.060,0.780,3.947,CV
111,5.060,0.769,3.891,CV
112,5.060,0.772,3.906,CV
113,5.060,0.772,3.906,CV
114,5.060,0.764,3.866,CV
115,5.059,0.773,3.911,CV
116,5.060,0.770,3.896,CV
117,5.060,0.766,3.876,CV
118,5.060,0.770,3.896,CV
119,5.060,0.771,3.901,CV
120,5.060,0.766,3.876,CV
121,5.060,0.809,4.094,CV
122,5.060,0.769,3.891,CV
123,5.060,0.765,3.871,CV
124,5.060,0.771,3.901,CV
125,5.059,0.769,3.890,CV
126,5.060,0.778,3.937,CV
127,5.060,0.768,3.886,CV
128,5.060,0.767,3.881,CV
129,5.060,0.767,3.881,CV
130,5.060,0.769,3.891,CV
131,5.060,0.770,3.896,CV
132,5.060,0.773,3.911,CV
133,5.060,0.770,3.896,CV
134,5.060,0.773,3.911,CV
135,5.060,0.767,3.881,CV
136,5.060,0.769,3.891,CV
137,5.059,0.764,3.865,CV
138,5.060,0.767,3.881,CV
139,5.060,0.770,3.896,CV
140,5.060,0.770,3.896,CV
141,5.060,0.768,3.886,CV
142,5.060,0.768,3.886,CV
143,5.060,0.769,3.891,CV
144,5.060,0.771,3.901,CV
145,5.060,0.766,3.876,CV
146,5.059,0.770,3.895,CV
147,5.059,0.766,3.875,CV
148,5.060,0.766,3.876,CV
149,5.060,0.772,3.906,CV
150,5.060,0.771,3.901,CV
151,5.060,0.767,3.881,CV
152,5.060,0.772,3.906,CV
153,5.060,0.771,3.901,CV
154,5.060,0.766,3.876,CV
155,5.060,0.773,3.911,CV
156,5.060,0.769,3.891,CV
157,5.060,0.765,3.871,CV
158,5.060,0.766,3.876,CV
159,5.060,0.770,3.896,CV
160,5.060,0.769,3.891,CV
161,5.060,0.770,3.896,CV
162,5.060,0.769,3.891,CV
163,5.060,0.771,3.901,CV
164,5.059,0.769,3.890,CV
165,5.060,0.808,4.088,CV
166,5.060,0.771,3.901,CV
167,5.059,0.771,3.900,CV
168,5.060,0.767,3.881,CV
169,5.060,0.772,3.906,CV
170,5.059,0.769,3.890,CV
171,5.060,0.769,3.891,CV
172,5.060,0.774,3.916,CV
173,5.060,0.768,3.886,CV
174,5.060,0.769,3.891,CV
175,5.060,0.768,3.886,CV
176,5.060,0.766,3.876,CV
177,5.060,0.767,3.881,CV
178,5.060,0.772,3.906,CV
179,5.060,0.767,3.881,CV
180,5.060,0.769,3.891,CV
181,5.060,0.772,3.906,CV
182,5.060,0.772,3.906,CV
183,5.060,0.767,3.881,CV
184,5.059,0.766,3.875,CV
185,5.060,0.767,3.881,CV
186,5.060,0.781,3.952,CV
187,5.060,0.773,3.911,CV
188,5.060,0.773,3.911,CV
189,5.059,0.771,3.900,CV
190,5.059,0.807,4.083,CV
191,5.060,0.771,3.901,CV
192,5.060,0.767,3.881,CV
193,5.060,0.768,3.886,CV
194,5.060,0.769,3.891,CV
195,5.060,0.775,3.921,CV
196,5.060,0.773,3.911,CV
197,5.060,0.767,3.881,CV
198,5.060,0.776,3.927,CV
199,5.060,0.771,3.901,CV
200,5.060,0.767,3.881,CV
201,5.060,0.777,3.932,CV
202,5.060,0.811,4.104,CV
203,5.059,0.773,3.911,CV
204,5.059,0.781,3.951,CV
205,5.060,0.769,3.891,CV
206,5.060,0.770,3.896,CV
207,5.060,0.771,3.901,CV
208,5.060,0.766,3.876,CV
209,5.060,0.780,3.947,CV
210,5.060,0.772,3.906,CV
211,5.060,0.769,3.891,CV
212,5.060,0.772,3.906,CV
213,5.060,0.768,3.886,CV
214,5.060,0.767,3.881,CV
215,5.060,0.778,3.937,CV
216,5.060,0.771,3.901,CV
217,5.060,0.771,3.901,CV
218,5.060,0.770,3.896,CV
219,5.060,0.770,3.896,CV
220,5.060,0.674,3.410,CV
221,5.059,0.577,2.919,CV
222,5.059,0.577,2.919,CV
223,5.059,0.576,2.914,CV
224,5.060,0.576,2.915,CV
225,5.060,0.557,2.818,CV
226,5.060,0.513,2.596,CV
227,5.059,0.513,2.595,CV
228,5.060,0.513,2.596,CV
229,5.059,0.512,2.590,CV
230,5.060,0.512,2.591,CV
231,5.060,0.522,2.641,CV
232,5.060,0.512,2.591,CV
233,5.060,0.520,2.631,CV
234,5.060,0.513,2.596,CV
235,5.060,0.519,2.626,CV
236,5.060,0.511,2.586,CV
237,5.060,0.511,2.586,CV
238,5.060,0.511,2.586,CV
239,5.060,0.511,2.586,CV
240,5.060,0.522,2.641,CV
241,5.060,0.511,2.586,CV
242,5.060,0.511,2.586,CV
243,5.060,0.511,2.586,CV
244,5.060,0.511,2.586,CV
245,5.060,0.511,2.586,CV
246,5.059,0.575,2.909,CV
